year,team_id,market,name,id,full_name,first_name,last_name,position,primary_position,sr_id,games_played,games_started,minutes,field_goals_made,field_goals_att,field_goals_pct,two_points_made,two_points_att,two_points_pct,three_points_made,three_points_att,three_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,assists_turnover_ratio,steals,blocks,personal_fouls,tech_fouls,points,flagrant_fouls,ejections,foulouts,true_shooting_att,true_shooting_pct,efficiency,points_off_turnovers,points_in_paint,points_in_paint_made,points_in_paint_att,points_in_paint_pct,effective_fg_pct,double_doubles,triple_doubles,fouls_drawn,offensive_fouls,fast_break_pts,fast_break_att,fast_break_made,fast_break_pct,coach_ejections,second_chance_pct,second_chance_pts,second_chance_att,second_chance_made,minus,plus,coach_tech_fouls,off_rebounds,def_rebounds,name_suffix,combined,2K_ratings,Salary,height,weight,experience,birthdate,rookie_year,SalaryCap,All_Nba,All_Nba_team,team_changes,age
2020,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles,Lakers,795bcca3-0cca-448c-8198-85c664f76c75,Wesley Matthews,Wesley,Matthews,G,SG,sr:player:607866,58,10,19.5,1.53,4.34,0.353,0.4,0.95,0.418,1.14,3.4,0.335,0.05,0.6,0.71,0.8540000000000001,20,73,1.6,0.9,0.45,2.08,0.66,0.29,1.38,0,4.8,0.0,0.0,0.0,4.66,0.517,4.93,0.88,0.72,0.36,0.71,0.512,0.484,0,0,0.98,0.02,0.59,0.43,0.21,0.48,0.0,0.389,0.34,0.31,0.12,2458.0,2496.0,0.0,0.34,1.26,,Wesley Matthews2020,,"$3,623,000",76.0,220.0,11.0,1986-10-14,2009.0,"$109,140,000",,,4,33.0
2020,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cleveland,Cavaliers,2c861696-d71b-4419-8a13-2f9e294ad0b5,Anderson Varejao,Anderson,Varejao,C,C,sr:player:607576,5,0,7.2,0.8,3.2,0.25,0.8,3.0,0.267,0.0,0.2,0.0,0.6,1.0,1.8,0.556,7,13,4.0,0.6,0.2,3.0,0.0,0.4,0.6,0,2.6,0.0,0.0,0.0,3.99,0.326,4.2,0.0,0.8,0.4,2.0,0.2,0.25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,100.0,67.0,0.0,1.4,2.6,,Anderson Varejao2020,,"$2,141,713",83.0,273.0,13.0,1982-09-28,,"$109,140,000",,,1,38.0
2020,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cleveland,Cavaliers,ef58422e-c7df-4432-8497-0cbb31e90c32,Matthew Dellavedova,Matthew,Dellavedova,G,PG,sr:player:607726,13,1,17.2,1.08,4.31,0.25,0.77,2.38,0.32299999999999995,0.31,1.92,0.16,0.38,0.31,0.31,1.0,6,18,1.85,4.5,0.46,9.67,0.31,0.08,1.62,0,2.8,0.0,0.0,0.0,4.44,0.312,5.77,0.31,1.54,0.77,2.31,0.33299999999999996,0.28600000000000003,0,0,0.31,0.0,0.0,0.15,0.0,0.0,0.0,1.0,0.15,0.08,0.08,525.0,507.0,0.0,0.46,1.38,,Matthew Dellavedova2020,,"$2,174,318",75.0,200.0,7.0,1990-09-08,,"$109,140,000",,,1,30.0
2020,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cleveland,Cavaliers,2226ff79-37ff-4b63-baeb-13df74890454,Damyean Dotson,Damyean,Dotson,G,SG,sr:player:1143620,46,7,19.7,2.59,6.37,0.406,1.59,2.91,0.545,1.0,3.46,0.289,0.3,0.52,0.78,0.667,5,88,2.02,2.0,0.91,2.17,0.35,0.09,0.91,0,6.7,0.0,0.0,0.0,6.71,0.499,6.17,1.24,2.13,1.07,1.74,0.613,0.485,0,0,0.78,0.09,1.07,0.72,0.43,0.606,0.0,0.4,0.57,0.54,0.22,2054.0,1836.0,0.0,0.11,1.91,,Damyean Dotson2020,70.0,"$2,000,000",77.0,210.0,3.0,1994-05-06,,"$109,140,000",,,1,26.0
2020,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cleveland,Cavaliers,156c4ce1-b6d7-42f7-86be-cf96d2763043,Marques Bolden,Marques,Bolden,C,C,sr:player:1943766,6,0,4.8,0.17,0.5,0.33299999999999996,0.17,0.5,0.33299999999999996,0.0,0.0,0.0,0.0,0.83,1.33,0.625,3,3,1.0,0.0,0.33,0.0,0.33,0.33,0.0,0,1.2,0.0,0.0,0.0,1.09,0.537,1.67,0.0,0.33,0.17,0.33,0.5,0.33299999999999996,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.5,0.5,,Marques Bolden2020,,"$449,115",82.0,249.0,1.0,1998-04-17,,"$109,140,000",,,0,22.0
2020,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cleveland,Cavaliers,09fe0192-07af-4d2e-af28-9a5d08a1fd8c,Lamar Stevens,Lamar,Stevens,F,PF,sr:player:2100376,40,0,12.5,1.55,3.4,0.456,1.45,2.78,0.523,0.1,0.63,0.16,0.3,0.93,1.28,0.725,24,72,2.4,0.6,0.58,1.09,0.43,0.33,1.33,1,4.1,0.0,0.0,0.0,3.96,0.521,5.13,1.0,2.25,1.13,2.03,0.556,0.47100000000000003,1,0,0.88,0.0,0.48,0.35,0.2,0.5710000000000001,0.0,0.368,0.45,0.48,0.18,1158.0,1043.0,0.0,0.6,1.8,,Lamar Stevens2020,71.0,"$1,000,000",78.0,230.0,0.0,1997-07-09,,"$109,140,000",,,0,23.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,f7b32d8e-c431-4d67-a5a1-38cbdf56f3c3,Robert Franks,Robert,Franks,F,SF,sr:player:1429697,7,0,14.4,1.86,4.0,0.46399999999999997,1.14,1.86,0.615,0.71,2.14,0.33299999999999996,0.14,1.71,1.86,0.9229999999999999,6,8,2.0,0.7,0.29,2.5,0.43,0.43,1.14,0,6.1,0.0,0.0,0.0,4.82,0.638,7.14,1.57,2.29,1.14,1.57,0.727,0.5539999999999999,0,0,1.57,0.0,1.0,0.29,0.29,1.0,0.0,0.8,1.14,0.71,0.57,253.0,228.0,0.0,0.86,1.14,,Robert Franks2020,,,79.0,255.0,1.0,1996-12-18,,"$109,140,000",,,1,23.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,f4fbc6f7-d803-404d-9f69-a31ff8fb69c7,Chasson Randle,Chasson,Randle,G,PG,sr:player:852106,41,5,20.4,2.24,5.78,0.38799999999999996,1.17,2.61,0.449,1.07,3.17,0.33799999999999997,0.32,0.93,1.17,0.792,7,75,2.0,1.8,1.12,1.61,0.54,0.12,1.56,0,6.5,0.02,0.0,1.0,6.3,0.515,6.05,0.9,2.0,1.0,1.98,0.506,0.48100000000000004,0,0,0.88,0.07,0.9,0.59,0.32,0.542,0.0,0.385,0.37,0.32,0.12,1981.0,1718.0,0.0,0.17,1.83,,Chasson Randle2020,,"$279,927",74.0,185.0,3.0,1993-02-05,,"$109,140,000",,,3,27.0
2020,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cleveland,Cavaliers,37516b6f-20e2-4204-aeb5-9c5b4ac1c6f3,Jeremiah Martin,Jeremiah,Martin ,G,PG,sr:player:1889960,9,0,8.3,1.0,3.67,0.273,0.67,2.33,0.28600000000000003,0.33,1.33,0.25,0.56,0.11,0.56,0.2,2,5,0.78,0.4,0.67,0.67,0.56,0.22,0.11,0,2.4,0.0,0.0,0.0,3.91,0.313,0.67,0.56,0.89,0.44,1.89,0.235,0.318,0,0,0.44,0.0,0.67,0.33,0.33,1.0,0.0,0.2,0.33,0.56,0.11,183.0,157.0,0.0,0.22,0.56,,Jeremiah Martin2020,,"$58,452",74.0,185.0,1.0,1996-06-19,,"$109,140,000",,,1,24.0
2020,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cleveland,Cavaliers,bbeecf0c-62c6-4211-991d-2afaf2403623,Dean Wade,Dean,Wade,F-C,PF,sr:player:1795454,63,19,19.2,2.13,4.94,0.431,0.89,1.56,0.5710000000000001,1.24,3.38,0.366,0.14,0.48,0.62,0.769,38,177,3.41,1.2,0.48,2.47,0.56,0.33,1.24,0,6.0,0.0,0.0,1.0,5.21,0.573,8.02,1.03,1.59,0.79,1.35,0.588,0.556,1,0,0.56,0.02,0.65,0.52,0.25,0.485,0.0,0.515,0.65,0.52,0.27,2798.0,2576.0,0.0,0.6,2.81,,Dean Wade2020,72.0,"$1,517,981",81.0,228.0,1.0,1996-11-20,,"$109,140,000",,,0,23.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,f4800b3d-a795-4b22-bfef-83a079b30a89,Chuma Okeke,Chuma,Okeke,F,PF,sr:player:1296162,45,19,25.2,3.0,7.2,0.41700000000000004,1.91,4.07,0.47,1.09,3.13,0.348,0.33,0.67,0.89,0.75,42,139,4.02,2.2,0.84,2.66,1.07,0.49,1.07,0,7.8,0.0,0.0,0.0,7.59,0.511,10.31,0.84,2.36,1.18,2.33,0.505,0.4920000000000001,0,0,0.84,0.0,0.71,0.56,0.29,0.52,0.0,0.525,1.04,0.89,0.47,2620.0,2436.0,0.0,0.93,3.09,,Chuma Okeke2020,75.0,"$3,121,080",78.0,229.0,0.0,1998-08-18,,"$109,140,000",,,0,22.0
2020,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles,Lakers,d1b4d512-869c-497d-b40f-c0215051645b,Kostas Antetokounmpo,Kostas,Antetokounmpo,F,PF,sr:player:1497617,15,0,3.7,0.2,0.67,0.3,0.2,0.67,0.3,0.0,0.0,0.0,0.27,0.4,0.87,0.462,4,15,1.27,0.1,0.73,0.09,0.13,0.27,0.53,0,0.8,0.0,0.0,0.0,1.05,0.382,0.87,0.07,0.4,0.2,0.67,0.3,0.3,0,0,0.6,0.13,0.0,0.0,0.0,0.0,0.0,0.667,0.4,0.2,0.13,110.0,137.0,0.0,0.27,1.0,,Kostas Antetokounmpo2020,,"$449,115",82.0,200.0,1.0,1997-11-20,2018.0,"$109,140,000",,,1,22.0
2020,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles,Lakers,ea8826b8-1f76-4eab-b61e-ffcb176880f3,Anthony Davis,Anthony,Davis,F-C,PF,sr:player:608216,36,36,32.3,8.36,17.03,0.491,7.64,14.25,0.536,0.72,2.78,0.26,0.67,4.39,5.94,0.738,62,224,7.94,3.1,2.06,1.49,1.25,1.64,1.67,0,21.8,0.0,0.0,0.0,19.64,0.556,23.44,2.78,11.78,5.89,9.22,0.639,0.512,12,0,4.89,0.17,1.83,1.03,0.72,0.703,0.0,0.583,2.53,1.67,0.97,2585.0,2700.0,0.0,1.72,6.22,,Anthony Davis2020,93.0,"$32,742,000",82.0,253.0,7.0,1993-03-11,2012.0,"$109,140,000",,,1,27.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,1f5e7dfc-225d-4a25-8857-e6f8192b4c44,Michael Carter-Williams,Michael,Carter-Williams,G,PG,sr:player:608160,31,25,25.8,3.39,8.71,0.389,2.9,6.74,0.431,0.48,1.97,0.24600000000000002,0.68,1.58,2.58,0.613,39,100,4.48,4.2,2.23,1.87,0.81,0.55,2.61,4,8.8,0.0,0.0,1.0,9.85,0.449,10.29,1.45,5.48,2.74,6.03,0.455,0.41700000000000004,0,0,3.68,0.26,1.06,0.68,0.45,0.667,0.0,0.35700000000000004,0.84,0.9,0.32,1786.0,1737.0,0.0,1.26,3.23,,Michael Carter-Williams2020,72.0,"$3,300,000",77.0,190.0,7.0,1991-10-10,2013.0,"$109,140,000",,,4,28.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,41edefa9-a2f9-447d-9578-d2ea2a0d783d,Markelle Fultz,Markelle,Fultz,G,SG,sr:player:1141202,8,8,26.9,5.13,13.0,0.39399999999999996,4.63,11.0,0.42,0.5,2.0,0.25,0.88,2.13,2.38,0.895,5,20,3.13,5.4,2.25,2.39,1.0,0.25,2.25,0,12.9,0.0,0.0,0.0,14.05,0.45799999999999996,12.25,2.25,7.75,3.88,7.5,0.517,0.413,1,0,2.88,0.38,1.0,1.0,0.5,0.5,0.0,0.33299999999999996,0.75,1.13,0.38,525.0,496.0,0.0,0.63,2.5,,Markelle Fultz2020,77.0,"$12,288,697",75.0,209.0,3.0,1998-05-29,2017.0,"$109,140,000",,,1,22.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,4bce90d5-d5ef-4fe3-b6ce-c974a3d44bdc,Dwayne Bacon,Dwayne,Bacon,G-F,SG,sr:player:1124125,72,50,25.7,4.06,10.08,0.402,3.24,7.21,0.449,0.82,2.88,0.285,0.54,2.01,2.44,0.8240000000000001,31,193,3.11,1.3,0.64,2.02,0.63,0.07,1.43,6,10.9,0.01,0.0,0.0,11.16,0.49,8.94,1.56,5.28,2.64,5.47,0.48200000000000004,0.44299999999999995,0,0,1.78,0.06,1.96,1.32,0.74,0.5579999999999999,0.0,0.45899999999999996,1.28,1.18,0.54,4372.0,3927.0,0.0,0.43,2.68,,Dwayne Bacon2020,,"$1,678,854",78.0,221.0,3.0,1995-08-30,2017.0,"$109,140,000",,,1,25.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,4cbe58e4-5e4b-46b0-9f7b-6cf18ad002c6,James Ennis III,James,Ennis,F,SF,sr:player:607324,41,37,24.0,2.8,5.93,0.473,1.71,3.39,0.504,1.1,2.54,0.433,0.46,1.71,2.12,0.805,43,123,4.05,1.5,0.88,1.72,0.78,0.17,2.05,1,8.4,0.0,0.0,0.0,6.86,0.613,10.51,1.29,3.02,1.51,3.0,0.504,0.5660000000000001,1,0,1.73,0.17,0.8,0.61,0.32,0.52,0.0,0.425,1.22,0.98,0.41,2281.0,2210.0,0.0,1.05,3.0,III,James Ennis III2020,,,78.0,215.0,6.0,1990-07-01,2013.0,"$109,140,000",,,3,30.0
2020,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles,Lakers,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron James,LeBron,James,F,SF,sr:player:608028,45,45,33.4,9.38,18.29,0.513,7.07,11.96,0.591,2.31,6.33,0.365,0.6,3.96,5.67,0.698,29,317,7.69,7.8,3.73,2.08,1.07,0.56,1.56,2,25.0,0.02,0.0,0.0,20.78,0.602,27.76,4.0,11.69,5.84,8.62,0.6779999999999999,0.5760000000000001,18,5,4.58,0.22,4.51,2.44,1.78,0.727,0.0,0.6,2.0,1.22,0.73,3248.0,3535.0,0.0,0.64,7.04,,LeBron James2020,96.0,"$39,219,566",81.0,250.0,17.0,1984-12-30,2003.0,"$109,140,000",True,2.0,2,35.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,5693e39f-fb95-4fcc-877e-e131270bcb02,Jordan Bone,Jordan,Bone,G,PG,sr:player:1172108,14,0,14.0,1.64,3.86,0.426,0.93,1.57,0.591,0.71,2.29,0.313,0.0,0.0,0.0,0.0,4,20,1.71,1.3,0.21,6.0,0.14,0.0,0.79,0,4.0,0.0,0.0,0.0,3.86,0.519,4.71,0.43,0.86,0.43,0.43,1.0,0.519,0,0,0.21,0.0,0.36,0.43,0.14,0.33299999999999996,0.0,0.7140000000000001,1.0,0.5,0.36,466.0,407.0,0.0,0.29,1.43,,Jordan Bone2020,,"$135,350",74.0,180.0,1.0,1997-11-05,2019.0,"$109,140,000",,,1,22.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,a6bf9402-7f41-49a9-ab28-fe0bdffb5060,Mo Bamba,Mo,Bamba,C,C,sr:player:1427411,46,5,15.8,3.09,6.54,0.47200000000000003,2.26,3.98,0.568,0.83,2.57,0.322,0.39,0.98,1.43,0.682,76,189,5.76,0.8,0.78,0.97,0.3,1.26,1.89,1,8.0,0.0,0.0,1.0,7.17,0.556,11.37,0.72,3.96,1.98,3.11,0.636,0.535,4,0,1.09,0.22,0.39,0.3,0.13,0.429,0.0,0.662,2.37,1.48,0.98,1762.0,1559.0,0.0,1.65,4.11,,Mo Bamba2020,76.0,"$5,969,040",84.0,231.0,2.0,1998-05-12,,"$109,140,000",,,0,22.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,b232296c-17ab-4c5c-9f05-8ae1cd275a4e,Frank Mason III,Frank,Mason,G,PG,sr:player:1142560,4,1,19.8,2.25,6.0,0.375,1.75,4.75,0.368,0.5,1.25,0.4,1.25,1.25,1.75,0.7140000000000001,3,9,3.0,3.0,1.25,2.4,0.0,0.0,1.75,0,6.3,0.0,0.0,0.0,6.77,0.462,6.75,0.0,3.5,1.75,4.5,0.389,0.41700000000000004,0,0,1.0,0.25,1.0,0.75,0.5,0.667,0.0,0.5,1.25,1.0,0.5,175.0,156.0,0.0,0.75,2.25,III,Frank Mason III2020,,,71.0,190.0,3.0,1994-04-03,,"$109,140,000",,,2,26.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,b6ba1ad1-c57b-4215-8ded-5eeee7171017,Cole Anthony,Cole,Anthony,G,PG,sr:player:1874842,47,34,27.1,4.66,11.74,0.397,3.43,8.09,0.424,1.23,3.66,0.337,1.04,2.32,2.79,0.8320000000000001,38,183,4.7,4.1,2.26,1.81,0.64,0.38,2.09,3,12.9,0.02,0.0,0.0,12.97,0.496,12.87,1.49,5.11,2.55,6.19,0.41200000000000003,0.449,0,0,2.81,0.13,1.15,1.0,0.43,0.426,0.0,0.413,1.28,0.98,0.4,3076.0,2754.0,0.0,0.81,3.89,,Cole Anthony2020,77.0,"$3,285,120",74.0,185.0,0.0,2000-05-15,,"$109,140,000",,,0,20.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,b7d0fa52-b5ca-4465-9bbb-3ec9b6b7b536,Terrence Ross,Terrence,Ross,G-F,SG,sr:player:607796,46,2,29.3,5.52,13.39,0.41200000000000003,3.59,7.65,0.469,1.93,5.74,0.337,0.61,2.61,3.0,0.87,15,143,3.43,2.3,1.61,1.46,1.02,0.46,1.91,2,15.6,0.0,0.0,1.0,14.71,0.53,12.98,1.93,3.3,1.65,3.46,0.478,0.485,0,0,2.24,0.2,1.22,0.93,0.43,0.465,0.0,0.4,1.02,1.09,0.43,3142.0,2907.0,0.0,0.33,3.11,,Terrence Ross2020,78.0,"$13,500,000",78.0,206.0,8.0,1991-02-05,,"$109,140,000",,,1,29.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,de13265a-e5e1-499e-9832-432a6a2b4c66,Karim Mane,Karim,Mane,G,PG,sr:player:2103910,10,0,8.8,0.3,1.3,0.231,0.2,1.1,0.182,0.1,0.2,0.5,0.7,0.4,0.5,0.8,1,13,1.4,0.4,0.3,1.33,0.0,0.2,1.0,0,1.1,0.0,0.0,0.0,1.52,0.36200000000000004,1.7,0.0,0.4,0.2,1.1,0.182,0.26899999999999996,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.2,0.1,204.0,182.0,0.0,0.1,1.3,,Karim Mane2020,,"$344,557",75.0,190.0,0.0,2000-05-16,,"$109,140,000",,,0,20.0
2020,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando,Magic,def4d45e-f04c-492d-85ea-cda0de29fe55,Devin Cannady,Devin,Cannady,G,PG,sr:player:1951866,8,0,9.3,1.38,3.5,0.39299999999999996,0.63,1.5,0.41700000000000004,0.75,2.0,0.375,0.0,0.75,0.88,0.857,0,5,0.63,0.1,0.25,0.5,0.63,0.13,1.13,0,4.3,0.0,0.0,0.0,3.89,0.547,3.25,0.88,0.5,0.25,0.88,0.28600000000000003,0.5,0,0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.667,0.88,0.38,0.25,183.0,160.0,0.0,0.0,0.63,,Devin Cannady2020,,,73.0,179.0,0.0,1996-05-21,,"$109,140,000",,,0,24.0
2020,583ed102-fb46-11e1-82cb-f4ce4684ea4c,Denver,Nuggets,f2625432-3903-4f90-9b0b-2e4f63856bb0,Nikola Jokic,Nikola,Jokic,C,C,sr:player:607468,72,72,34.6,10.17,17.96,0.5660000000000001,8.89,14.67,0.606,1.28,3.29,0.38799999999999996,0.86,4.75,5.47,0.868,205,575,10.83,8.3,3.08,2.7,1.32,0.67,2.67,4,26.4,0.0,0.0,0.0,20.37,0.647,35.9,3.39,14.42,7.21,11.42,0.631,0.602,60,16,5.81,0.22,0.76,0.43,0.31,0.71,0.0,0.61,4.19,2.85,1.74,5729.0,6113.0,0.0,2.85,7.99,,Nikola Jokic2020,95.0,"$29,542,010",83.0,284.0,5.0,1995-02-19,,"$109,140,000",True,1.0,0,25.0
2020,583ecb3a-fb46-11e1-82cb-f4ce4684ea4c,Houston,Rockets,e69b01fb-0fb7-4043-9609-00aacedf07fe,Armoni Brooks,Armoni,Brooks,G,PG,sr:player:1930184,20,5,26.0,3.9,9.6,0.406,0.9,1.75,0.514,3.0,7.85,0.382,0.3,0.35,0.6,0.583,10,58,3.4,1.5,1.1,1.36,0.6,0.25,1.7,0,11.2,0.0,0.0,0.0,9.86,0.565,9.85,1.75,1.7,0.85,1.55,0.5479999999999999,0.563,0,0,0.5,0.15,0.85,1.0,0.35,0.35,0.0,0.462,0.85,0.65,0.3,1292.0,1157.0,0.0,0.5,2.9,,Armoni Brooks2020,,"$135,362",75.0,195.0,0.0,1998-06-05,,"$109,140,000",,,0,22.0
2020,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles,Lakers,cecc054e-b9ec-4c71-8bbb-5ee665a8c3a9,Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,G,SG,sr:player:608182,67,67,28.4,3.25,7.55,0.431,1.46,3.18,0.46,1.79,4.37,0.41,0.33,1.45,1.67,0.866,27,152,2.67,1.9,0.99,1.92,0.93,0.39,1.7,2,9.7,0.04,0.0,0.0,8.29,0.588,10.12,2.01,2.24,1.12,2.15,0.521,0.5489999999999999,1,0,1.49,0.09,2.07,1.36,0.81,0.593,0.0,0.35200000000000004,0.87,0.81,0.28,4225.0,4363.0,0.0,0.4,2.27,,Kentavious Caldwell-Pope2020,74.0,"$12,073,020",77.0,204.0,7.0,1993-02-18,2013.0,"$109,140,000",,,1,27.0
2020,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles,Lakers,cba64aec-adb0-4ff4-a59f-fa3fd61418d7,Alfonzo McKinnie,Alfonzo,McKinnie,F,SF,sr:player:1234630,39,0,6.6,1.23,2.38,0.516,0.82,1.38,0.593,0.41,1.0,0.41,0.18,0.26,0.46,0.556,22,32,1.38,0.2,0.13,1.2,0.18,0.0,0.67,0,3.1,0.0,0.0,0.0,2.59,0.604,3.36,0.74,1.49,0.74,1.15,0.644,0.602,0,0,0.38,0.0,0.15,0.13,0.08,0.6,0.0,0.647,0.59,0.44,0.28,567.0,574.0,0.0,0.56,0.82,,Alfonzo McKinnie2020,,"$1,762,796",79.0,215.0,3.0,1992-09-17,2017.0,"$109,140,000",,,3,28.0
2020,583ec7cd-fb46-11e1-82cb-f4ce4684ea4c,Indiana,Pacers,22038780-8c50-4211-a99e-656d983e5207,Domantas Sabonis,Domantas,Sabonis,F-C,PF,sr:player:996309,62,62,36.0,7.81,14.58,0.535,6.97,11.97,0.5820000000000001,0.84,2.61,0.321,0.87,3.87,5.29,0.732,150,592,11.97,6.7,3.44,1.95,1.23,0.53,3.27,4,20.3,0.05,0.0,4.0,16.91,0.601,29.11,3.1,13.03,6.52,10.45,0.623,0.564,48,9,4.79,0.66,1.84,1.06,0.79,0.742,0.0,0.547,2.81,1.89,1.03,5292.0,5201.0,0.0,2.42,9.55,,Domantas Sabonis2020,86.0,"$19,800,000",83.0,240.0,4.0,1996-05-03,,"$109,140,000",,,1,24.0
2020,583ec7cd-fb46-11e1-82cb-f4ce4684ea4c,Indiana,Pacers,05dea31d-f1ff-491b-9f17-8be88b26f413,Justin Holiday,Justin,Holiday,F-G,SG,sr:player:607728,72,52,30.3,3.58,8.68,0.413,1.18,2.39,0.494,2.4,6.29,0.382,0.21,0.93,1.18,0.7879999999999999,32,224,3.56,1.7,0.75,2.2,1.03,0.57,1.88,0,10.5,0.01,0.0,2.0,9.2,0.5710000000000001,11.21,1.88,1.86,0.93,1.74,0.536,0.551,0,0,1.03,0.04,1.76,1.29,0.67,0.516,0.0,0.4920000000000001,1.18,0.82,0.4,5223.0,5178.0,0.0,0.44,3.11,,Justin Holiday2020,73.0,"$5,720,400",78.0,180.0,7.0,1989-04-05,,"$109,140,000",,,3,31.0
2020,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles,Lakers,869c305c-3e1f-49e5-a59b-5f1e03d198f8,Montrezl Harrell,Montrezl,Harrell,F-C,C,sr:player:852218,69,1,22.9,5.43,8.74,0.622,5.43,8.59,0.632,0.0,0.14,0.0,0.61,2.62,3.71,0.7070000000000001,158,270,6.2,1.1,1.07,0.99,0.67,0.71,1.86,9,13.5,0.01,1.0,0.0,10.37,0.65,16.67,2.13,10.09,5.04,7.62,0.662,0.622,8,0,3.19,0.19,1.12,0.61,0.48,0.7859999999999999,0.0,0.632,3.19,1.93,1.22,3481.0,3523.0,0.0,2.29,3.91,,Montrezl Harrell2020,77.0,"$9,258,000",79.0,240.0,5.0,1994-01-26,2015.0,"$109,140,000",,,2,26.0
2020,583ec97e-fb46-11e1-82cb-f4ce4684ea4c,Charlotte,Hornets,d1ee8ac8-f550-4269-ab4f-604b7bba441a,Terry Rozier,Terry,Rozier,G,PG,sr:player:852022,69,69,34.5,7.39,16.43,0.45,4.17,8.16,0.512,3.22,8.28,0.389,0.54,2.39,2.93,0.8170000000000001,47,255,4.38,4.2,1.86,2.29,1.26,0.38,1.72,3,20.4,0.0,0.0,0.0,17.72,0.575,19.22,3.32,6.81,3.41,6.28,0.5429999999999999,0.5479999999999999,5,0,2.48,0.25,3.36,2.1,1.35,0.6409999999999999,0.0,0.363,1.74,1.8,0.65,5581.0,5492.0,0.0,0.68,3.7,,Terry Rozier2020,82.0,"$18,900,000",73.0,190.0,5.0,1994-03-17,,"$109,140,000",,,1,26.0
2020,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles,Lakers,8936c15e-f9d5-4b9a-80b9-8f6b7dcf7a17,Alex Caruso,Alex,Caruso,G,PG,sr:player:1239222,58,6,21.0,2.29,5.26,0.436,1.34,2.9,0.46399999999999997,0.95,2.36,0.401,0.4,0.84,1.31,0.645,31,139,2.93,2.8,1.31,2.11,1.1,0.26,1.86,2,6.4,0.0,0.0,0.0,5.84,0.547,8.69,1.03,2.41,1.21,2.33,0.519,0.526,0,0,1.79,0.09,1.1,0.72,0.45,0.619,0.0,0.43799999999999994,0.55,0.55,0.24,2594.0,2714.0,0.0,0.53,2.4,,Alex Caruso2020,76.0,"$2,750,000",76.0,186.0,3.0,1994-02-28,2017.0,"$109,140,000",,,0,26.0
